id,weapon,category,season,rank,points
164,Foil,Veterans,2016/2017,78,0.0
164,Foil,Veterans,2016/2017,78,0.0
164,Foil,Veterans,2017/2018,37,0.0
164,Foil,Veterans,2017/2018,37,0.0
234,Foil,Senior,2007/2008,52,56.0
234,Foil,Senior,2008/2009,80,22.0
1276,Sabre,Senior,2005/2006,72,16.0
1276,Sabre,Senior,2005/2006,72,16.0
1276,Sabre,Senior,2006/2007,306,0.0
1276,Sabre,Senior,2006/2007,306,0.0
1276,Sabre,Senior,2007/2008,384,0.0
1276,Sabre,Senior,2007/2008,384,0.0
1276,Sabre,Senior,2008/2009,281,0.0
1276,Sabre,Senior,2008/2009,281,0.0
1412,Foil,Senior,2002/2003,49,4.0
1412,Foil,Senior,2003/2004,56,23.0
1412,Foil,Senior,2004/2005,50,27.0
1412,Foil,Senior,2005/2006,224,2.0
1412,Foil,Senior,2006/2007,156,4.0
1412,Foil,Senior,2016/2017,71,21.0
1424,Foil,Senior,2003/2004,83,12.0
1424,Foil,Senior,2004/2005,30,40.0
1424,Foil,Senior,2005/2006,131,6.0
1424,Foil,Senior,2006/2007,51,32.0
1424,Foil,Senior,2007/2008,64,48.0
1424,Foil,Senior,2008/2009,149,6.0
1424,Foil,Senior,2010/2011,145,8.0
1424,Foil,Senior,2011/2012,60,21.0
1424,Foil,Senior,2013/2014,96,12.0
1424,Foil,Senior,2014/2015,300,0.0
1424,Foil,Senior,2015/2016,141,6.0
1455,Foil,Junior,2006/2007,153,6.0
1455,Foil,Senior,2003/2004,184,2.0
1455,Foil,Senior,2004/2005,68,14.0
1455,Foil,Senior,2005/2006,133,6.0
1455,Foil,Senior,2006/2007,313,0.0
1455,Foil,Senior,2007/2008,126,12.0
1455,Foil,Senior,2008/2009,156,4.0
1455,Foil,Senior,2010/2011,151,8.0
1455,Foil,Senior,2011/2012,125,6.0
1455,Foil,Senior,2012/2013,90,12.0
1455,Foil,Senior,2013/2014,51,28.0
1455,Foil,Senior,2014/2015,77,17.0
1455,Foil,Senior,2015/2016,61,23.0
1455,Foil,Senior,2016/2017,101,9.5
1455,Foil,Senior,2017/2018,75,19.0
1455,Foil,Senior,2018/2019,80,19.0
1455,Foil,Senior,2019/2020,104,13.75
1455,Foil,Senior,2020/2021,98,14.5
1455,Foil,Senior,2021/2022,93,16.0
1522,Sabre,Senior,2006/2007,221,2.0
1522,Sabre,Senior,2006/2007,221,2.0
1522,Sabre,Veterans,2017/2018,59,0.0
1522,Sabre,Veterans,2017/2018,59,0.0
1610,Foil,Senior,2006/2007,345,0.0
1610,Foil,Senior,2006/2007,345,0.0
1610,Foil,Veterans,2016/2017,19,0.0
1610,Foil,Veterans,2016/2017,19,0.0
1610,Foil,Veterans,2017/2018,43,0.0
1610,Foil,Veterans,2017/2018,43,0.0
1633,Foil,Senior,2002/2003,47,4.0
1633,Foil,Senior,2003/2004,66,16.0
1633,Foil,Senior,2004/2005,153,4.0
1633,Foil,Senior,2005/2006,51,32.0
1633,Foil,Senior,2006/2007,56,28.0
1633,Foil,Senior,2007/2008,84,28.0
1633,Foil,Senior,2008/2009,145,8.0
1633,Foil,Senior,2009/2010,126,10.0
1633,Foil,Senior,2010/2011,247,2.0
1633,Foil,Senior,2011/2012,277,0.0
1633,Foil,Senior,2013/2014,286,0.0
1633,Foil,Senior,2014/2015,359,0.0
1633,Foil,Senior,2019/2020,310,0.25
1633,Foil,Senior,2020/2021,308,0.25
1633,Foil,Senior,2021/2022,305,0.25
1697,Sabre,Senior,2002/2003,52,4.0
1697,Sabre,Senior,2002/2003,52,4.0
1697,Sabre,Senior,2003/2004,99,5.0
1697,Sabre,Senior,2003/2004,99,5.0
1697,Sabre,Senior,2005/2006,65,22.0
1697,Sabre,Senior,2005/2006,65,22.0
1697,Sabre,Senior,2006/2007,135,6.0
1697,Sabre,Senior,2006/2007,135,6.0
1697,Sabre,Senior,2007/2008,344,0.0
1697,Sabre,Senior,2007/2008,344,0.0
1697,Sabre,Senior,2008/2009,150,8.0
1697,Sabre,Senior,2008/2009,150,8.0
1697,Sabre,Senior,2009/2010,179,6.0
1697,Sabre,Senior,2009/2010,179,6.0
1697,Sabre,Senior,2010/2011,188,6.0
1697,Sabre,Senior,2010/2011,188,6.0
1697,Sabre,Senior,2011/2012,261,0.0
1697,Sabre,Senior,2011/2012,261,0.0
1835,Foil,Junior,2004/2005,147,6.0
1835,Foil,Junior,2004/2005,147,6.0
1835,Foil,Junior,2005/2006,150,8.0
1835,Foil,Junior,2005/2006,150,8.0
1835,Foil,Junior,2006/2007,23,56.0
1835,Foil,Junior,2006/2007,23,56.0
1835,Foil,Senior,2005/2006,243,2.0
1835,Foil,Senior,2005/2006,243,2.0
1835,Foil,Senior,2016/2017,302,0.0
1835,Foil,Senior,2016/2017,302,0.0
2301,Foil,Senior,2005/2006,246,1.0
2301,Foil,Senior,2005/2006,246,1.0
2301,Foil,Senior,2006/2007,258,1.0
2301,Foil,Senior,2006/2007,258,1.0
2301,Foil,Senior,2007/2008,276,1.0
2301,Foil,Senior,2007/2008,276,1.0
2301,Foil,Senior,2010/2011,277,0.0
2301,Foil,Senior,2010/2011,277,0.0
2301,Foil,Senior,2011/2012,193,0.0
2301,Foil,Senior,2011/2012,193,0.0
2301,Foil,Senior,2012/2013,196,0.0
2301,Foil,Senior,2012/2013,196,0.0
2301,Foil,Senior,2013/2014,213,0.0
2301,Foil,Senior,2013/2014,213,0.0
2301,Foil,Senior,2014/2015,206,0.0
2301,Foil,Senior,2014/2015,206,0.0
2301,Foil,Senior,2015/2016,263,0.0
2301,Foil,Senior,2015/2016,263,0.0
2301,Foil,Senior,2018/2019,373,0.0
2301,Foil,Senior,2018/2019,373,0.0
2301,Foil,Senior,2019/2020,387,0.0
2301,Foil,Senior,2019/2020,387,0.0
2301,Foil,Senior,2020/2021,544,0.0
2301,Foil,Senior,2020/2021,544,0.0
2301,Foil,Senior,2021/2022,489,0.0
2301,Foil,Senior,2021/2022,489,0.0
2469,Foil,Senior,2015/2016,276,0.0
2469,Foil,Senior,2016/2017,373,0.0
2680,Epee,Senior,2009/2010,423,0.0
2680,Epee,Senior,2009/2010,423,0.0
2680,Epee,Veterans,2016/2017,1,0.0
2680,Epee,Veterans,2016/2017,1,0.0
2680,Epee,Veterans,2017/2018,7,0.0
2680,Epee,Veterans,2017/2018,7,0.0
2696,Sabre,Veterans,2016/2017,40,0.0
2696,Sabre,Veterans,2016/2017,40,0.0
2696,Sabre,Veterans,2016/2017,40,0.0
2696,Sabre,Veterans,2017/2018,51,0.0
2696,Sabre,Veterans,2017/2018,51,0.0
2696,Sabre,Veterans,2017/2018,51,0.0
2839,Foil,Junior,2003/2004,34,34.0
2839,Foil,Junior,2004/2005,5,98.0
2839,Foil,Senior,2003/2004,120,5.0
2839,Foil,Senior,2004/2005,98,9.0
2839,Foil,Senior,2005/2006,168,4.0
2839,Foil,Senior,2006/2007,148,4.0
2839,Foil,Senior,2007/2008,201,4.0
2839,Foil,Senior,2008/2009,142,8.0
2839,Foil,Senior,2009/2010,130,10.0
2839,Foil,Senior,2010/2011,29,78.0
2839,Foil,Senior,2011/2012,41,38.0
2839,Foil,Senior,2012/2013,33,49.0
2839,Foil,Senior,2013/2014,41,34.0
2839,Foil,Senior,2014/2015,32,51.0
2839,Foil,Senior,2015/2016,45,31.0
2839,Foil,Senior,2016/2017,37,43.0
2860,Foil,Junior,2003/2004,7,90.0
2860,Foil,Senior,2003/2004,87,11.0
2860,Foil,Senior,2004/2005,48,28.0
2860,Foil,Senior,2005/2006,54,30.0
2860,Foil,Senior,2006/2007,47,36.0
2860,Foil,Senior,2007/2008,80,30.0
2860,Foil,Senior,2008/2009,54,44.0
2860,Foil,Senior,2009/2010,16,99.999
2860,Foil,Senior,2010/2011,11,99.999
2860,Foil,Senior,2011/2012,19,66.0
2860,Foil,Senior,2012/2013,5,99.999
2860,Foil,Senior,2013/2014,9,99.999
2860,Foil,Senior,2014/2015,17,79.0
2860,Foil,Senior,2015/2016,12,94.0
2860,Foil,Senior,2016/2017,8,121.0
2860,Foil,Senior,2017/2018,11,93.0
2860,Foil,Senior,2018/2019,28,58.0
2860,Foil,Senior,2020/2021,88,17.0
2860,Foil,Senior,2021/2022,85,17.5
2928,Foil,Senior,2003/2004,45,31.0
2928,Foil,Senior,2004/2005,47,29.0
2928,Foil,Senior,2005/2006,8,99.999
2928,Foil,Senior,2006/2007,13,99.999
2928,Foil,Senior,2007/2008,58,54.0
2928,Foil,Senior,2008/2009,7,99.999
2928,Foil,Senior,2009/2010,17,99.999
2928,Foil,Senior,2010/2011,6,99.999
2928,Foil,Senior,2011/2012,8,99.999
2928,Foil,Senior,2012/2013,7,99.999
2928,Foil,Senior,2013/2014,15,98.0
2928,Foil,Senior,2014/2015,20,70.0
2928,Foil,Senior,2015/2016,130,6.0
2939,Sabre,Veterans,2016/2017,7,0.0
2939,Sabre,Veterans,2016/2017,7,0.0
2939,Sabre,Veterans,2017/2018,17,0.0
2939,Sabre,Veterans,2017/2018,17,0.0
3046,Foil,Veterans,2016/2017,64,0.0
3046,Foil,Veterans,2017/2018,46,0.0
3048,Foil,Veterans,2016/2017,58,0.0
3048,Foil,Veterans,2016/2017,58,0.0
3048,Foil,Veterans,2017/2018,64,0.0
3048,Foil,Veterans,2017/2018,64,0.0
3152,Epee,Veterans,2017/2018,13,0.0
3152,Epee,Veterans,2017/2018,13,0.0
3203,Foil,Veterans,2016/2017,40,0.0
3301,Sabre,Veterans,2016/2017,7,0.0
3301,Sabre,Veterans,2016/2017,7,0.0
3301,Sabre,Veterans,2016/2017,7,0.0
3301,Sabre,Veterans,2017/2018,22,0.0
3301,Sabre,Veterans,2017/2018,22,0.0
3301,Sabre,Veterans,2017/2018,22,0.0
3303,Epee,Veterans,2017/2018,55,0.0
3303,Epee,Veterans,2017/2018,55,0.0
3373,Foil,Junior,2003/2004,89,10.0
3373,Foil,Junior,2004/2005,103,10.0
3373,Foil,Junior,2005/2006,231,2.0
3373,Foil,Junior,2006/2007,80,14.0
3373,Foil,Junior,2008/2009,196,2.0
3373,Foil,Senior,2006/2007,404,0.0
3373,Foil,Senior,2013/2014,171,2.0
3373,Foil,Senior,2014/2015,315,0.0
3373,Foil,Senior,2015/2016,357,0.0
3473,Foil,Junior,2003/2004,25,42.0
3473,Foil,Junior,2004/2005,15,60.0
3473,Foil,Junior,2005/2006,14,66.0
3473,Foil,Junior,2006/2007,11,86.0
3473,Foil,Junior,2007/2008,2,99.999
3473,Foil,Senior,2005/2006,48,34.0
3473,Foil,Senior,2006/2007,108,12.0
3473,Foil,Senior,2007/2008,93,22.0
3473,Foil,Senior,2008/2009,153,6.0
3473,Foil,Senior,2009/2010,60,32.0
3473,Foil,Senior,2010/2011,42,56.0
3473,Foil,Senior,2011/2012,70,20.0
3473,Foil,Senior,2012/2013,73,16.0
3473,Foil,Senior,2013/2014,42,34.0
3473,Foil,Senior,2014/2015,41,38.0
3473,Foil,Senior,2015/2016,77,20.0
3473,Foil,Senior,2016/2017,368,0.0
3498,Foil,Veterans,2016/2017,34,0.0
3498,Foil,Veterans,2017/2018,31,0.0
3565,Sabre,Veterans,2016/2017,1,0.0
3565,Sabre,Veterans,2016/2017,1,0.0
3565,Sabre,Veterans,2016/2017,1,0.0
3565,Sabre,Veterans,2017/2018,7,0.0
3565,Sabre,Veterans,2017/2018,7,0.0
3565,Sabre,Veterans,2017/2018,7,0.0
3849,Foil,Veterans,2016/2017,25,0.0
3849,Foil,Veterans,2017/2018,61,0.0
3873,Foil,Senior,2003/2004,61,19.0
3873,Foil,Senior,2004/2005,43,29.0
3873,Foil,Senior,2005/2006,27,66.0
3873,Foil,Senior,2006/2007,25,74.0
3873,Foil,Senior,2007/2008,40,64.0
3873,Foil,Senior,2008/2009,19,99.999
3873,Foil,Senior,2009/2010,9,99.999
3873,Foil,Senior,2010/2011,12,99.999
3873,Foil,Senior,2011/2012,29,46.0
3873,Foil,Senior,2012/2013,41,38.0
3873,Foil,Senior,2013/2014,23,65.0
3873,Foil,Senior,2014/2015,23,64.0
3873,Foil,Senior,2015/2016,165,4.0
3894,Sabre,Veterans,2016/2017,34,0.0
3894,Sabre,Veterans,2017/2018,29,0.0
3903,Foil,Junior,2003/2004,10,82.0
3903,Foil,Junior,2004/2005,1,99.999
3903,Foil,Senior,2004/2005,114,7.0
3903,Foil,Senior,2005/2006,288,0.0
3903,Foil,Senior,2006/2007,21,92.0
3903,Foil,Senior,2007/2008,8,99.999
3903,Foil,Senior,2008/2009,4,99.999
3903,Foil,Senior,2009/2010,11,99.999
3903,Foil,Senior,2010/2011,30,76.0
3903,Foil,Senior,2011/2012,23,58.0
3903,Foil,Senior,2012/2013,14,94.0
3903,Foil,Senior,2013/2014,3,99.999
3903,Foil,Senior,2014/2015,16,79.0
3903,Foil,Senior,2015/2016,25,62.0
3903,Foil,Senior,2016/2017,14,90.0
3903,Foil,Senior,2017/2018,29,50.0
3903,Foil,Senior,2019/2020,105,13.5
3903,Foil,Senior,2020/2021,73,20.0
3903,Foil,Senior,2021/2022,84,18.0
4103,Foil,Senior,2003/2004,46,30.0
4103,Foil,Senior,2004/2005,57,20.0
4103,Foil,Senior,2006/2007,82,16.0
4103,Foil,Senior,2007/2008,136,10.0
4103,Foil,Senior,2008/2009,137,8.0
4103,Foil,Senior,2014/2015,69,21.0
4103,Foil,Senior,2015/2016,106,10.0
4103,Foil,Senior,2016/2017,118,6.5
4103,Foil,Senior,2017/2018,98,12.0
4103,Foil,Senior,2019/2020,284,0.5
4103,Foil,Senior,2020/2021,293,0.5
4103,Foil,Senior,2021/2022,290,0.5
4121,Foil,Senior,2002/2003,3,40.0
4121,Foil,Senior,2003/2004,20,62.0
4121,Foil,Senior,2004/2005,14,95.0
4121,Foil,Senior,2005/2006,3,99.999
4121,Foil,Senior,2006/2007,8,99.999
4121,Foil,Senior,2007/2008,11,99.999
4121,Foil,Senior,2008/2009,13,99.999
4121,Foil,Senior,2010/2011,72,32.0
4121,Foil,Senior,2011/2012,32,44.0
4121,Foil,Senior,2012/2013,77,15.0
4121,Foil,Senior,2013/2014,21,66.0
4121,Foil,Senior,2014/2015,38,44.0
4121,Foil,Senior,2015/2016,29,57.0
4121,Foil,Senior,2016/2017,39,41.0
4121,Foil,Senior,2017/2018,70,20.0
4121,Foil,Senior,2018/2019,194,3.5
4164,Foil,Senior,2002/2003,3,40.0
4164,Foil,Senior,2003/2004,5,99.999
4164,Foil,Senior,2004/2005,4,99.999
4164,Foil,Senior,2005/2006,7,99.999
4164,Foil,Senior,2006/2007,10,99.999
4164,Foil,Senior,2007/2008,3,99.999
4164,Foil,Senior,2008/2009,11,99.999
4164,Foil,Senior,2010/2011,18,99.999
4164,Foil,Senior,2011/2012,9,99.999
4164,Foil,Senior,2012/2013,15,94.0
4164,Foil,Senior,2013/2014,17,82.0
4164,Foil,Senior,2015/2016,21,68.0
4164,Foil,Senior,2016/2017,20,79.0
4164,Foil,Senior,2017/2018,27,56.0
4164,Foil,Senior,2018/2019,38,44.0
4164,Foil,Senior,2019/2020,50,32.5
4164,Foil,Senior,2020/2021,28,52.0
4164,Foil,Senior,2021/2022,29,52.0
4181,Epee,Senior,2018/2019,476,0.0
4181,Epee,Senior,2019/2020,420,0.0
4181,Epee,Senior,2020/2021,652,0.0
4181,Epee,Senior,2021/2022,796,0.0
4181,Foil,Senior,2005/2006,235,2.0
4181,Foil,Senior,2006/2007,130,6.0
4181,Foil,Senior,2007/2008,94,20.0
4181,Foil,Senior,2008/2009,186,4.0
4181,Foil,Senior,2009/2010,79,24.0
4181,Foil,Senior,2010/2011,105,16.0
4181,Foil,Senior,2013/2014,310,0.0
4181,Foil,Senior,2014/2015,355,0.0
4181,Foil,Senior,2015/2016,304,0.0
4243,Foil,Senior,2003/2004,21,62.0
4243,Foil,Senior,2004/2005,7,99.999
4243,Foil,Senior,2005/2006,15,99.999
4243,Foil,Senior,2006/2007,39,56.0
4243,Foil,Senior,2007/2008,14,99.999
4243,Foil,Senior,2008/2009,16,99.999
4243,Foil,Senior,2009/2010,10,99.999
4243,Foil,Senior,2010/2011,21,90.0
4243,Foil,Senior,2011/2012,27,53.0
4243,Foil,Senior,2012/2013,52,26.0
4243,Foil,Senior,2013/2014,33,41.0
4243,Foil,Senior,2014/2015,43,35.0
4243,Foil,Senior,2015/2016,17,77.0
4243,Foil,Senior,2016/2017,92,13.0
4243,Foil,Senior,2018/2019,240,2.5
4244,Foil,Senior,2002/2003,46,4.0
4244,Foil,Senior,2003/2004,37,39.0
4244,Foil,Senior,2004/2005,52,24.0
4244,Foil,Senior,2005/2006,25,70.0
4244,Foil,Senior,2006/2007,35,58.0
4244,Foil,Senior,2007/2008,96,20.0
4244,Foil,Senior,2008/2009,132,8.0
4244,Foil,Senior,2009/2010,25,76.0
4244,Foil,Senior,2010/2011,45,52.0
4244,Foil,Senior,2011/2012,118,8.0
4244,Foil,Senior,2012/2013,171,2.0
4244,Foil,Senior,2013/2014,31,44.0
4244,Foil,Senior,2014/2015,85,13.0
4244,Foil,Senior,2015/2016,190,2.0
4244,Foil,Senior,2016/2017,154,5.5
4405,Foil,Junior,2003/2004,3,99.999
4405,Foil,Junior,2004/2005,6,96.0
4405,Foil,Senior,2003/2004,123,4.0
4405,Foil,Senior,2004/2005,124,6.0
4405,Foil,Senior,2005/2006,121,8.0
4405,Foil,Senior,2006/2007,102,12.0
4405,Foil,Senior,2007/2008,196,4.0
4405,Foil,Senior,2008/2009,148,6.0
4405,Foil,Senior,2010/2011,73,30.0
4405,Foil,Senior,2011/2012,172,2.0
4405,Foil,Senior,2012/2013,240,0.0
4405,Foil,Senior,2013/2014,153,4.0
4405,Foil,Senior,2014/2015,108,8.0
4405,Foil,Senior,2015/2016,76,20.0
4405,Foil,Senior,2016/2017,216,1.5
4405,Foil,Senior,2017/2018,133,7.0
4405,Foil,Senior,2018/2019,120,11.0
4405,Foil,Senior,2019/2020,86,16.0
4405,Foil,Senior,2020/2021,171,5.5
4405,Foil,Senior,2021/2022,171,5.5
4437,Foil,Junior,2003/2004,53,22.0
4437,Foil,Senior,2003/2004,84,11.0
4437,Foil,Senior,2004/2005,31,37.0
4437,Foil,Senior,2005/2006,18,99.999
4437,Foil,Senior,2006/2007,20,94.0
4437,Foil,Senior,2007/2008,56,54.0
4437,Foil,Senior,2008/2009,30,90.0
4437,Foil,Senior,2009/2010,23,96.0
4437,Foil,Senior,2010/2011,54,44.0
4437,Foil,Senior,2011/2012,53,28.0
4437,Foil,Senior,2012/2013,56,23.0
4437,Foil,Senior,2013/2014,70,21.0
4437,Foil,Senior,2014/2015,37,44.0
4437,Foil,Senior,2015/2016,59,25.0
4437,Foil,Senior,2016/2017,67,23.0
4437,Foil,Senior,2017/2018,37,42.0
4437,Foil,Senior,2018/2019,150,7.0
4464,Foil,Senior,2003/2004,119,5.0
4464,Foil,Senior,2004/2005,21,78.0
4464,Foil,Senior,2005/2006,6,99.999
4464,Foil,Senior,2006/2007,9,99.999
4464,Foil,Senior,2007/2008,22,99.999
4464,Foil,Senior,2008/2009,55,42.0
4464,Foil,Senior,2009/2010,5,99.999
4464,Foil,Senior,2010/2011,3,99.999
4464,Foil,Senior,2011/2012,1,99.999
4464,Foil,Senior,2012/2013,2,99.999
4464,Foil,Senior,2013/2014,4,99.999
4464,Foil,Senior,2014/2015,2,99.999
4464,Foil,Senior,2015/2016,1,99.999
4464,Foil,Senior,2016/2017,3,218.0
4464,Foil,Senior,2019/2020,3,197.0
4464,Foil,Senior,2020/2021,3,197.0
4464,Foil,Senior,2021/2022,2,193.0
4480,Foil,Junior,2003/2004,6,92.0
4480,Foil,Junior,2004/2005,4,99.999
4480,Foil,Junior,2005/2006,6,99.999
4480,Foil,Senior,2003/2004,82,12.0
4480,Foil,Senior,2004/2005,55,21.0
4480,Foil,Senior,2005/2006,45,38.0
4480,Foil,Senior,2006/2007,29,70.0
4480,Foil,Senior,2007/2008,75,30.0
4480,Foil,Senior,2008/2009,34,80.0
4480,Foil,Senior,2009/2010,28,66.0
4480,Foil,Senior,2010/2011,23,88.0
4480,Foil,Senior,2011/2012,34,44.0
4480,Foil,Senior,2012/2013,27,60.0
4480,Foil,Senior,2013/2014,22,66.0
4480,Foil,Senior,2014/2015,51,30.0
4480,Foil,Senior,2015/2016,159,5.0
4480,Foil,Senior,2016/2017,94,12.0
4485,Foil,Junior,2003/2004,47,26.0
4485,Foil,Junior,2004/2005,9,74.0
4485,Foil,Junior,2005/2006,4,99.999
4485,Foil,Senior,2005/2006,125,6.0
4485,Foil,Senior,2006/2007,101,12.0
4485,Foil,Senior,2007/2008,55,54.0
4485,Foil,Senior,2008/2009,78,22.0
4485,Foil,Senior,2009/2010,109,14.0
4485,Foil,Senior,2010/2011,64,34.0
4485,Foil,Senior,2011/2012,157,4.0
4485,Foil,Senior,2012/2013,74,16.0
4485,Foil,Senior,2013/2014,7,99.999
4485,Foil,Senior,2014/2015,27,56.0
4485,Foil,Senior,2015/2016,41,34.0
4485,Foil,Senior,2016/2017,34,44.0
4485,Foil,Senior,2017/2018,114,10.0
4485,Foil,Senior,2018/2019,171,6.0
4485,Foil,Senior,2019/2020,267,0.75
4629,Foil,Junior,2003/2004,1,99.999
4629,Foil,Senior,2003/2004,53,24.0
4629,Foil,Senior,2004/2005,26,61.0
4629,Foil,Senior,2005/2006,31,60.0
4629,Foil,Senior,2006/2007,15,99.999
4629,Foil,Senior,2007/2008,39,64.0
4629,Foil,Senior,2008/2009,32,84.0
4629,Foil,Senior,2009/2010,43,42.0
4629,Foil,Senior,2010/2011,36,66.0
4629,Foil,Senior,2011/2012,116,8.0
4629,Foil,Senior,2012/2013,151,4.0
4629,Foil,Senior,2013/2014,63,22.0
4629,Foil,Senior,2015/2016,167,4.0
4704,Foil,Junior,2003/2004,56,20.0
4704,Foil,Junior,2004/2005,2,99.999
4704,Foil,Senior,2003/2004,204,2.0
4704,Foil,Senior,2004/2005,83,12.0
4704,Foil,Senior,2005/2006,63,26.0
4704,Foil,Senior,2006/2007,49,34.0
4704,Foil,Senior,2007/2008,31,88.0
4704,Foil,Senior,2008/2009,73,28.0
4704,Foil,Senior,2009/2010,92,18.0
4704,Foil,Senior,2010/2011,89,22.0
4704,Foil,Senior,2011/2012,117,8.0
4704,Foil,Senior,2012/2013,168,2.0
4704,Foil,Senior,2013/2014,182,2.0
4704,Foil,Senior,2015/2016,58,25.0
4704,Foil,Senior,2016/2017,35,44.0
4704,Foil,Senior,2017/2018,62,22.0
4704,Foil,Senior,2018/2019,212,3.0
4736,Foil,Senior,2002/2003,5,28.0
4736,Foil,Senior,2003/2004,1,99.999
4736,Foil,Senior,2004/2005,1,99.999
4736,Foil,Senior,2005/2006,20,96.0
4736,Foil,Senior,2006/2007,1,99.999
4736,Foil,Senior,2007/2008,1,99.999
4736,Foil,Senior,2008/2009,1,99.999
4736,Foil,Senior,2009/2010,2,99.999
4736,Foil,Senior,2010/2011,1,99.999
4736,Foil,Senior,2011/2012,2,99.999
4736,Foil,Senior,2012/2013,4,99.999
4736,Foil,Senior,2013/2014,39,35.0
4736,Foil,Senior,2014/2015,4,99.999
4736,Foil,Senior,2015/2016,10,99.999
4736,Foil,Senior,2016/2017,24,57.0
4959,Foil,Senior,2005/2006,70,22.0
4959,Foil,Senior,2006/2007,45,40.0
4959,Foil,Senior,2007/2008,23,99.999
4959,Foil,Senior,2008/2009,25,99.999
4959,Foil,Senior,2009/2010,18,99.999
4959,Foil,Senior,2010/2011,119,12.0
4959,Foil,Senior,2011/2012,25,56.0
4959,Foil,Senior,2012/2013,23,78.0
4959,Foil,Senior,2013/2014,14,99.999
4959,Foil,Senior,2014/2015,49,30.0
4959,Foil,Senior,2015/2016,109,9.0
5012,Foil,Senior,2003/2004,95,9.0
5012,Foil,Senior,2004/2005,89,10.0
5012,Foil,Senior,2005/2006,42,40.0
5012,Foil,Senior,2006/2007,59,28.0
5012,Foil,Senior,2007/2008,32,88.0
5012,Foil,Senior,2008/2009,109,16.0
5012,Foil,Senior,2009/2010,52,36.0
5012,Foil,Senior,2010/2011,34,68.0
5012,Foil,Senior,2011/2012,40,41.0
5012,Foil,Senior,2012/2013,65,19.0
5012,Foil,Senior,2016/2017,188,3.0
5037,Foil,Senior,2002/2003,42,4.0
5037,Foil,Senior,2003/2004,31,48.0
5037,Foil,Senior,2004/2005,12,99.999
5037,Foil,Senior,2005/2006,19,98.0
5037,Foil,Senior,2006/2007,2,99.999
5037,Foil,Senior,2007/2008,2,99.999
5037,Foil,Senior,2008/2009,2,99.999
5037,Foil,Senior,2009/2010,3,99.999
5037,Foil,Senior,2010/2011,2,99.999
5037,Foil,Senior,2011/2012,3,99.999
5037,Foil,Senior,2012/2013,3,99.999
5037,Foil,Senior,2014/2015,14,98.0
5037,Foil,Senior,2015/2016,22,67.0
5037,Foil,Senior,2016/2017,11,108.0
5037,Foil,Senior,2017/2018,8,123.0
5037,Foil,Senior,2018/2019,15,91.0
5037,Foil,Senior,2019/2020,92,15.0
5037,Foil,Senior,2020/2021,170,6.0
5037,Foil,Senior,2021/2022,203,3.0
5245,Foil,Junior,2003/2004,93,10.0
5245,Foil,Junior,2003/2004,93,10.0
5245,Foil,Junior,2004/2005,51,24.0
5245,Foil,Junior,2004/2005,51,24.0
5245,Foil,Junior,2005/2006,40,30.0
5245,Foil,Junior,2005/2006,40,30.0
5245,Foil,Junior,2006/2007,10,90.0
5245,Foil,Junior,2006/2007,10,90.0
5245,Foil,Junior,2007/2008,6,96.0
5245,Foil,Junior,2007/2008,6,96.0
5245,Foil,Senior,2006/2007,232,2.0
5245,Foil,Senior,2006/2007,232,2.0
5245,Foil,Senior,2007/2008,109,16.0
5245,Foil,Senior,2007/2008,109,16.0
5245,Foil,Senior,2009/2010,316,0.0
5245,Foil,Senior,2009/2010,316,0.0
5245,Foil,Senior,2011/2012,46,31.0
5245,Foil,Senior,2011/2012,46,31.0
5245,Foil,Senior,2012/2013,24,66.0
5245,Foil,Senior,2012/2013,24,66.0
5245,Foil,Senior,2013/2014,43,32.0
5245,Foil,Senior,2013/2014,43,32.0
5245,Foil,Senior,2014/2015,45,31.0
5245,Foil,Senior,2014/2015,45,31.0
5245,Foil,Senior,2015/2016,32,45.0
5245,Foil,Senior,2015/2016,32,45.0
5245,Foil,Senior,2016/2017,28,53.0
5245,Foil,Senior,2016/2017,28,53.0
5245,Foil,Senior,2017/2018,41,40.5
5245,Foil,Senior,2017/2018,41,40.5
5245,Foil,Senior,2018/2019,30,50.0
5245,Foil,Senior,2018/2019,30,50.0
5245,Foil,Senior,2019/2020,39,40.5
5245,Foil,Senior,2019/2020,39,40.5
5245,Foil,Senior,2020/2021,40,43.75
5245,Foil,Senior,2020/2021,40,43.75
5245,Foil,Senior,2021/2022,39,43.75
5245,Foil,Senior,2021/2022,39,43.75
5346,Foil,Junior,2003/2004,5,96.0
5346,Foil,Senior,2003/2004,138,4.0
5346,Foil,Senior,2004/2005,134,6.0
5346,Foil,Senior,2005/2006,62,26.0
5346,Foil,Senior,2006/2007,48,36.0
5346,Foil,Senior,2007/2008,125,12.0
5346,Foil,Senior,2008/2009,59,36.0
5346,Foil,Senior,2009/2010,47,38.0
5346,Foil,Senior,2010/2011,59,38.0
5346,Foil,Senior,2011/2012,108,10.0
5346,Foil,Senior,2012/2013,40,39.0
5346,Foil,Senior,2013/2014,27,47.0
5346,Foil,Senior,2014/2015,36,45.0
5346,Foil,Senior,2015/2016,95,14.0
5346,Foil,Senior,2016/2017,83,15.0
5368,Foil,Senior,2002/2003,7,28.0
5368,Foil,Senior,2003/2004,2,99.999
5368,Foil,Senior,2004/2005,3,99.999
5368,Foil,Senior,2005/2006,13,99.999
